Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
morning tweat tweat twitter,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,1.0,False
Headed home ... Charlie`s at the vet,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
i wanna b maliks from taking the stage,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,1.0,False
is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :],6,6_mothers_mother_mama_mom,"['mothers', 'mother', 'mama', 'mom', 'mum', 'mommy', 'moms', 'mommie', 'mommies', 'mommah']","['Happy mothers day mom  ?', ' Happy Mothers Day', 'Happy Mothers Day!!!']",mothers - mother - mama - mom - mum - mommy - moms - mommie - mommies - mommah,0.998927521247559,False
"bored bored bored! wish i had something to do tomorrow, especially with the weather we`re to have!  not fair",2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,0.915653463592309,False
 well even with her breakdown she was better than the other acts unfortunately! Britain`s got very little talent,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.9191713162211811,False
about to go to leeds shopping,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9045932114986777,False
" Sadly, I can`t view that site due to region restrictions",0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.6779101947335854,False
"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,1.0,False
Aly & AJ new album this summer. YAY!,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.9612909452235724,False
_day26 ~ Awwwww have fun with the fam boo boo,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
@ lovelytrinkets I like the way you worded that about Rocky Road,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
I have nothing witty to say,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 me too.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
Hi ho  hi ho it`s off to work we go,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 Thanks for the hint.  http://tinyurl.com/chtx7e.,8,8_thanks_welcome_following_chtx7e,"['thanks', 'welcome', 'following', 'chtx7e', 'tinyurl', 'awesome', 'cool', 'check', 'fantastic', 'luck']","[' Thanks for the hint.  http://tinyurl.com/chtx7e.', ' Thanks, hope you have a good one', ' good to know   thanks']",thanks - welcome - following - chtx7e - tinyurl - awesome - cool - check - fantastic - luck,1.0,True
" u welcome babe, kill the show! Yuuupp!",1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.882304875901525,False
" Hey, Candis.",4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,0.9370600126023209,False
 I was never a good stereotypical teen,5,5_life_depressed_miserable_happy,"['life', 'depressed', 'miserable', 'happy', 'feeling', 'feel', 'honesty', 'hate', 'things', 'wish']","['the best things in life are free  x', "" Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff'"", '  im really sorry i know wallah how u feel this life is shittttttttt']",life - depressed - miserable - happy - feeling - feel - honesty - hate - things - wish,1.0,False
I love my Maitu. N she loves me. Happy mothers day mama!,6,6_mothers_mother_mama_mom,"['mothers', 'mother', 'mama', 'mom', 'mum', 'mommy', 'moms', 'mommie', 'mommies', 'mommah']","['Happy mothers day mom  ?', ' Happy Mothers Day', 'Happy Mothers Day!!!']",mothers - mother - mama - mom - mum - mommy - moms - mommie - mommies - mommah,1.0,False
 i am so sorry,5,5_life_depressed_miserable_happy,"['life', 'depressed', 'miserable', 'happy', 'feeling', 'feel', 'honesty', 'hate', 'things', 'wish']","['the best things in life are free  x', "" Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff'"", '  im really sorry i know wallah how u feel this life is shittttttttt']",life - depressed - miserable - happy - feeling - feel - honesty - hate - things - wish,1.0,False
i want to go to singapore but my mother seems not,6,6_mothers_mother_mama_mom,"['mothers', 'mother', 'mama', 'mom', 'mum', 'mommy', 'moms', 'mommie', 'mommies', 'mommah']","['Happy mothers day mom  ?', ' Happy Mothers Day', 'Happy Mothers Day!!!']",mothers - mother - mama - mom - mum - mommy - moms - mommie - mommies - mommah,1.0,False
JB on the front of factor x!!!!! wooh contest timeee,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,1.0,False
 so u aren`t going to be in Chicago,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9928973119830392,False
i have problems wih pizza..ii love it too much..i`m so addicted to pizza  and Dot Dot Curve. >,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
